Time,Rsoil,Ta,Rh,Ws,Rain,ETo,Ca26m,CO2_amb,Reco,GPP,SWC15cm,Tsoil_surf,Tsoil_10cm
17.50,3.449,21.572176,86.28500666,0.383486202,0,0.035453951,NA,400.75,10.43853,8.05113,58.19505443,21.21,21.29
18.00,3.506828571,20.789368,88.99490471,0.85342367,0,0.047007777,NA,416.712,9.82793,9.02567,58.20970564,21.09171429,21.29657143
18.50,3.405342857,20.393986,92.65882965,0.973324044,0,0.045812266,384.2337719,420.2725714,9.52419,9.08222,58.13651084,20.98885714,21.31028571
19.00,3.369705882,20.54515,91.11238634,0.569149108,0,0.031190808,385.4734118,416.9361765,9.62838,7.73798,58.17727877,20.91941176,21.33147059
19.50,3.484971429,20.796076,89.33112832,0.408010548,0,0.025575902,NA,421.2937143,9.80816,7.18226,58.13651084,20.86485714,21.36285714
20.00,3.389942857,20.85208,89.39859497,0.132232188,0.3,0.023777577,NA,428.7897143,9.84209,7.12238,58.10826796,20.83514286,21.39542857
20.50,3.284514286,20.75107,89.91182244,0.416003192,0,0.026042731,NA,431.4125714,9.7578,7.23299,58.10826796,20.72371429,21.36114286
21.00,3.362882353,20.55997,90.86971943,0.15133525,0.5,0.024073576,NA,457.3270588,9.60692,7.15852,58.06330729,20.75411765,21.47088235
21.50,3.281285714,20.472532,90.71554786,0.367897332,0.4,0.023194591,NA,470.8728571,9.53401,6.98735,58.11767222,20.58857143,21.37571429
22.00,3.248142857,20.146258,92.22616923,0.251275442,0,0.019824194,NA,482.5214286,9.28678,6.71745,58.06330729,20.39428571,21.32428571
22.50,3.333617647,19.934176,92.16668013,0.315934432,0,0.024417737,NA,488.6579412,9.12558,7.17004,58.04971413,20.23823529,21.32882353
23.00,3.403371429,19.851496,91.54800883,0.736491074,0,0.030208082,NA,487.39,9.05854,7.61598,58.03400073,20.094,21.32742857
23.50,3.315913043,19.948996,89.76762662,0.724341398,0,0.024278034,423.7291381,484.9395652,9.12075,6.93223,58.09049129,19.92391304,21.29391304
24.00,3.245478261,19.995328,89.70210598,0.81458542,0,0.025882936,NA,488.2873913,9.1463,7.05503,57.9712573,19.79347826,21.26347826
0.00,3.175043478,20.020756,89.36478062,0.50639721,0,0.023293966,NA,491.6352174,9.15681,6.90061,57.95660278,19.66304348,21.23304348
0.50,3.428742857,20.307172,89.04819339,0.374422158,0,0.022230168,NA,493.7288571,9.35645,6.8289,57.93882309,19.704,21.22228571
1.00,3.484,20.295706,89.45344613,0.229140318,0,0.022293965,NA,491.7394118,9.34012,6.90771,57.95660278,19.78470588,21.20705882
1.50,3.4432,20.42152,89.15852497,0.413688968,0,0.027738724,NA,480.5162857,9.42397,7.35656,57.94406714,19.83542857,21.17942857
2.00,3.493257143,20.383612,89.65643564,0.174091786,0,0.022757483,NA,478.256,9.38823,6.97044,57.91163294,19.85742857,21.14514286
2.50,3.616705882,20.213572,90.45110317,0.42984568,0,0.024743655,NA,489.9964706,9.25669,7.08218,57.91163294,19.84647059,21.11294118
3.00,3.529914286,19.951102,91.18368641,0.218533458,0,0.021416053,NA,491.4857143,9.06026,6.84133,57.93882309,19.75514286,21.08542857
3.50,3.056771429,20.210296,89.59474303,0.469101776,0,0.023847634,NA,507.1285714,9.23851,6.94461,57.95241701,19.64371429,21.05114286
4.00,3.297857143,20.448586,88.21279412,0.37343647,0,0.022317934,NA,497.384,9.40351,6.78707,57.84781896,19.68142857,21.02514286
4.50,3.452647059,20.4457,88.12914691,0.428581428,0,0.025833204,NA,504.2388235,9.39334,7.11144,57.86247431,19.69705882,21.01294118
5.00,3.393285714,20.253352,89.23339027,0.383946904,0,0.023306068,NA,502.3228571,9.24582,6.90541,57.83527954,19.72285714,20.99857143
5.50,3.415823529,20.492578,88.18697592,0.550742456,0,0.0512709,410.8458186,474.4064706,9.41138,9.40162,57.84993406,19.93852941,20.97676471
6.00,3.508942857,20.55139,89.01205839,1.01965138,0,0.122305998,NA,435.444,9.44622,14.23628,57.84469161,20.33771429,20.95371429
6.50,3.424428571,20.681338,88.21793633,0.838081222,0,0.156512588,NA,412.8291429,9.53327,15.90109,57.83003626,20.69771429,20.93314286
7.00,3.359852941,21.10636,86.39941088,1.388095126,0,0.321598887,384.6728686,398.0394118,9.84017,21.26294,57.76828153,20.91529412,20.89970588
7.50,3.535441176,21.31306,85.27647972,1.814801604,0,0.413306114,384.0727225,393.8217647,9.98707,23.14629,57.74214606,21.97411765,20.89088235
8.00,3.431114286,21.878092,81.7958257,1.112048916,0,0.387281801,380.0892537,394.4722857,10.41036,22.42329,57.69191779,22.44257143,20.89771429
8.50,3.3642,22.10749,80.69157979,1.343407032,0,0.31693197,377.7398407,389.4722857,10.57975,20.97257,57.74630733,22.74485714,20.91257143
9.00,3.453,22.470424,78.73420024,1.768484982,0,0.354577764,375.6135147,386.405,10.85631,21.82374,57.64168467,22.905,20.935
9.50,3.511342857,22.781722,75.69562236,1.91614533,0,0.429619235,373.934021,386.2682857,11.0954,23.19361,57.56318707,23.21371429,20.97971429
10.00,3.364058824,22.898332,76.21532169,1.59472533,0.1,0.344566725,371.8079006,385.23,11.17966,21.51555,57.54539631,23.64352941,21.04176471
10.50,3.151057143,23.254714,75.82606885,1.956012124,0,0.475173278,371.2324698,383.0982857,11.45955,23.91687,57.57259416,23.62828571,21.08857143
11.00,3.136485714,23.306818,77.87539286,2.473444754,0,0.409750707,368.1172094,383.6854286,11.49228,22.98332,57.52654272,23.91542857,21.15285714
11.50,3.121914286,23.016034,79.90163077,3.86914682,0,0.428942176,NA,384.2725714,11.24561,23.6963,57.42083118,24.20257143,21.21714286
12.00,3.269352941,23.050432,80.10196025,3.476950136,0,0.354424543,NA,378.87,11.26367,22.17788,57.40616755,23.89294118,21.27941176
12.50,3.424571429,23.101912,80.21288139,2.724484488,0,0.360468973,366.5404405,375.8442857,11.29557,22.20576,57.35803663,23.85428571,21.35714286
13.00,3.530428571,23.148322,79.14267447,2.832985166,0,0.451223287,366.9627944,376.1785714,11.32337,23.91957,57.41244155,23.70428571,21.44285714
13.50,3.488117647,22.68625,89.69687356,2.834667264,0,0.334327003,366.5635058,377.8941176,10.94257,22.05678,57.26590688,23.42823529,21.52058824
14.00,3.2652,22.357168,96.25290607,2.315252544,0,0.241694333,365.6667145,378.7251429,10.6736,19.70852,57.22190853,23.51142857,21.582
14.50,3.247485714,22.464496,85.85404557,2.467787762,0,0.205969802,367.3975261,376.5457143,10.74842,18.01776,57.19050504,23.45742857,21.64085714
15.00,3.412057143,22.510204,81.59859134,2.184509602,0,0.1387891,368.7452781,380.0171429,10.77497,14.56596,57.14443201,23.08028571,21.66657143
15.50,3.449294118,22.245472,83.64414251,2.435870756,0,0.097626159,369.9814796,381.2982353,10.55869,12.05193,57.17164216,22.86176471,21.72352941
16.00,3.487314286,21.96826,81.38997745,2.48339806,0,0.149265863,NA,383.6431429,10.33563,15.19872,57.17164216,22.61514286,21.77142857
16.50,3.661,19.725136,63.7165135,1.901006448,0,0.264823992,NA,387.64,8.69429,19.77857,57.05227812,22.315,21.805
17.00,3.814257143,18.334708,84.51688923,1.00074117,1.02,0.353989675,NA,393.39,7.76106,22.65818,57.01039156,21.974,21.83114286
17.50,3.826485714,18.582436,70.17919696,0.524525298,0.51,0,NA,398.6854286,7.9143,14.61073,57.09309681,21.646,21.85457143
18.00,3.876323529,18.577444,78.59905166,0.586280794,0.51,0.024566158,NA,402.1252941,7.90412,6.56328,57.0648211,21.41411765,21.87
18.50,3.919558824,18.079882,100,0.420385218,0.102,0.022121864,NA,428.5782353,7.57843,7.00509,57.09203125,21.25529412,21.87
19.00,3.718,17.70049,100,0.657421754,0,0.022587599,NA,441.1677143,7.33443,7.10579,57.02293678,21.10085714,21.87828571
19.50,3.833714286,17.562118,100,1.020315648,0,0.018553682,NA,448.4997143,7.24267,6.71879,57.06375547,20.98771429,21.88
20.00,3.498617647,17.15137,100,1.340235688,0,0.019966394,NA,466.3355882,6.98698,6.93967,57.10456724,20.80470588,21.85764706
20.50,3.394285714,17.225938,100,1.135780426,0,0.019098913,403.028076,468.23,7.02564,6.80354,57.10456724,20.59571429,21.83571429
21.00,3.769428571,17.28163,100,1.020465644,0,0.018575576,403.8985585,455.7985714,7.053,6.7207,57.1014355,20.43,21.82428571
21.50,3.954029412,17.102386,100,0.73878387,0,0.017901515,NA,459.6229412,6.93922,6.60789,57.13284071,20.29176471,21.80264706
22.00,3.785428571,16.837966,100,0.709384654,0,0.014029127,NA,460.738,6.77647,6.16595,57.18724256,20.06485714,21.75914286
22.50,3.768285714,16.885858,100,1.10332772,0,0.01827732,401.9667658,458.878,6.79866,6.7042,57.18831351,19.91057143,21.73342857
23.00,3.640768551,16.788826,100,1.254030844,0,0.017916122,401.4582449,463.4468957,6.73569,6.68452,57.19045061,19.82493594,21.69319681
23.50,3.496270725,16.580488,100,0.867791144,0,0.018693242,409.7981027,469.0048522,6.60857,6.72365,57.17364325,19.74986203,21.65073159
24.00,3.412621629,17.170324,100,1.402216178,0,0.015927038,400.9466149,465.4803,6.95562,6.44581,57.17364325,19.64576971,21.60966657
0.00,3.477547235,16.970176,100,1.172454448,0,0.014683981,401.3018956,458.5348765,6.83715,6.27354,57.20924587,19.56593059,21.57643
0.50,3.600692257,17.155036,100,0.882062192,0,0.019750953,404.5165495,460.1808629,6.94734,6.81374,57.16111258,19.539222,21.546978
1.00,3.480299771,17.313922,100,0.732591178,0,0.016678909,NA,470.1099114,7.04301,6.43725,57.22391613,19.47108086,21.5001
1.50,3.515497486,17.493088,100,0.906843674,0,0.020538346,407.4714197,472.7990257,7.15182,6.88383,57.24072101,19.43928943,21.4536
2.00,3.597496588,17.509,100,0.660003828,0,0.020458054,NA,471.0831118,7.16193,6.83509,57.20924587,19.37712647,21.41592824
2.50,3.457501457,17.685202,100,0.731262642,0,0.02044505,NA,483.3270571,7.27009,6.83525,57.19045061,19.30396514,21.37353486
3.00,3.459545824,17.653534,100,0.662210912,0,0.019271829,NA,482.8361118,7.2511,6.69577,57.20511839,19.20005059,21.31741
3.50,3.416114571,17.683408,100,1.029368978,0,0.020193456,NA,475.8464143,7.26987,6.84684,57.18204495,19.09418714,21.25714857
4.00,3.332183429,17.894476,99.17627995,1.263459164,0,0.021194117,NA,475.2926714,7.40069,6.92349,57.18831351,19.02477571,21.20534
4.50,3.436927,17.923414,99.21636452,0.65639321,0,0.022054867,NA,481.3839382,7.41913,6.9493,57.2741841,19.01190765,21.16484294
5.00,3.297836,18.567616,96.13665711,0.530407284,0,0.025556294,NA,484.8762714,7.82718,7.18054,57.14644233,19.06880114,21.12675771
5.50,3.478586,18.928678,95.54456216,0.356958338,0,0.02429422,NA,463.2634143,8.0621,7.02763,57.16111258,19.29353543,21.08858914
6.00,3.111873314,19.32913,93.82605314,0.192573436,0,0.065923294,NA,475.4545686,8.32766,10.64972,57.21245162,19.54010229,21.05617771
6.50,3.509129147,19.618978,92.96520587,0.24299352,0,0.074222653,NA,450.1683029,8.52337,11.23172,57.22391613,19.82739618,21.02115559
7.00,3.888408771,20.235178,90.09768616,0.488194124,0,0.198368184,NA,414.5549114,8.94819,17.72792,57.24591862,20.35990857,20.985372
7.50,3.860592771,21.182098,84.99876165,0.520603974,0,0.310470953,377.9727202,393.3176029,9.62562,21.02002,57.14751097,21.02386686,20.96113029
8.00,3.732128206,22.137442,79.52718646,1.488881724,0,0.245635739,382.7073001,387.1029706,10.3398,19.09105,57.13390858,21.60617765,20.95319765
8.50,3.825978429,22.043452,80.06912256,1.601892996,0,0.237462792,389.1720104,389.8056,10.26885,18.83479,57.11503789,22.14599286,20.94366314
9.00,3.779512714,22.417228,78.23702486,1.613174838,0,0.24211218,379.4995987,396.0816,10.55593,18.86838,57.11503789,22.77372143,20.92439457
9.50,3.625061824,22.661368,76.95537262,1.14296952,0,0.258632638,374.9881867,389.9666941,10.74625,19.30325,57.07522501,22.56721824,20.94457118
10.00,3.602566371,23.143096,74.63205799,1.529112794,0,0.175585963,374.4150057,382.3517971,11.12714,15.96996,57.07522501,22.598,20.972594
10.50,3.641400257,22.426276,59.16685794,2.388643444,0,0,NA,384.5482886,10.56485,22.0796,57.00300709,22.44867143,21.00812229
11.00,3.779423765,19.491526,72.31576837,1.3847845,0.204,0.886315912,NA,389.3459118,8.44181,28.18924,57.00300709,22.04539706,21.05076588
11.50,3.791555429,19.374994,66.16905714,0.989480756,0.306,0.633303166,NA,390.1943857,8.36396,26.11317,56.98619842,21.63496714,21.10160857
12.00,3.442159714,18.87049,91.62392554,0.419945944,0.306,0.356915641,NA,391.3835143,8.03037,22.17303,56.99980081,21.45912714,21.15710143
12.50,3.502884,18.780322,100,0.581116646,0,0.169004645,NA,397.56,7.97203,16.719,57.03218449,21.30833,21.19383
13.00,3.962963118,18.230344,100,0.77703285,0,0.137151802,NA,390.7635882,7.6195,15.38272,57.15777531,21.37995941,21.23731235
13.50,3.818255514,18.475654,99.75672693,0.80065722,0,0.247568353,NA,392.0693314,7.7762,19.67009,57.16812757,21.30691914,21.27224486
14.00,3.0506246,19.922944,41.78428566,1.073339234,0,0.021563524,NA,398.37774,8.73905,2.89254,57.41621742,21.164012,21.29934
14.50,2.586012529,19.327258,67.29590345,1.344489146,0.306,0.268694109,NA,400.7993941,8.33503,19.72855,59.54867287,21.08068,21.32244
15.00,2.524099971,19.90321,40.45773078,0.48941552,1.122,0,NA,400.9383914,8.72652,17.501695,60.52106997,21.02410429,21.34052486
15.50,2.370983529,19.363762,39.03745161,0.87361956,1.326,0.166300535,NA,405.3558647,8.36049,15.27484,61.84985392,20.87717971,21.34831265
16.00,2.226606886,19.350814,36.66575333,0.752722784,2.142,0,NA,411.9006486,8.35233,13.02534,66.30926855,20.645552,21.34302057
16.50,2.145625743,19.546828,33.38106313,0.906007982,0.714,0.097603366,NA,423.1531343,8.48483,10.77584,66.58808269,20.405972,21.34862629
17.00,2.2972982,18.705208,35.45820573,0.244900612,0.714,0.18158412,NA,420.35442,7.92757,16.61622,66.54232422,20.236424,21.35072
17.50,2.288319441,18.87205,44.84658659,0.474083786,0.408,0.05309735,NA,420.3767147,8.03676,8.49207,66.36294697,20.07240941,21.334475
18.00,2.462421029,18.821896,37.20837078,1.196796656,0.102,0.074144281,NA,429.0586229,8.00448,8.34332,65.93286201,20.003058,21.32720571
18.50,2.556358,18.45436,47.56014512,1.384098804,0.102,0,NA,439.19612,7.76728,7.62755,65.46915724,19.920758,21.31858
19.00,2.440959029,18.019666,63.02225643,1.655666562,0,0.050475291,NA,442.4784941,7.49237,6.91178,65.05989603,19.78150647,21.29878088
19.50,2.457568571,16.61044,100,1.383048832,0,0.030928289,397.1645555,438.7321143,6.64245,8.04447,64.80812898,19.68559571,21.27556286
20.00,2.677892,16.266772,100,1.572804486,0,0.020296255,394.7976421,441.3656,6.44521,6.93827,64.57579719,19.56869,21.23574
20.50,2.622190824,16.475812,100,1.513148934,0.1,0.023943218,395.8556124,437.8283353,6.56538,7.32471,64.2603429,19.42352529,21.20890765
21.00,2.5277628,16.58548,99.93144351,1.438225932,0,0.016036172,NA,445.0527,6.62918,6.39901,63.99878276,19.25237457,21.18651343
21.50,2.641653,17.01058,96.93760442,1.16573677,0,0.014542325,398.0630513,448.3977,6.87903,5.97379,63.78592615,19.175134,21.159498
22.00,2.746771824,17.257606,95.8361299,1.261959204,2.2,0.022131016,NA,449.6178176,7.02709,6.75143,63.66026959,19.13329588,21.13064412
22.50,2.792120686,17.463448,94.49588708,1.251952328,1,0.021027817,399.3925926,450.4869514,7.15207,6.52276,63.50244843,19.09638086,21.09784
23.00,2.8798574,17.810548,92.30304737,1.249616676,0.3,0.024259847,NA,450.50508,7.36568,6.71196,63.29047178,19.075458,21.05854
23.50,2.963415765,17.947126,92.8544068,0.833527772,0.1,0.024330902,NA,450.7129941,7.45109,6.83743,63.1740234,19.05437588,21.01998588
24.00,2.988477235,18.08074,92.90344364,0.637290148,0.1,0.025458992,NA,453.5779059,7.53526,6.99032,63.06388014,19.03106412,20.99187412
0.00,2.9314872,18.229954,91.72593791,0.902611644,0.1,0.029791396,408.7150705,457.54698,7.62991,7.31536,62.967252,18.997902,20.93888
0.50,2.958293629,18.43954,89.37913535,1.215331876,0,0.024036489,403.3433601,455.3153971,7.76392,6.45674,62.84868988,18.97696886,20.90183171
1.00,2.943663647,18.3475,90.62456148,1.283772908,0,0.024884988,403.3290603,456.4906529,7.70556,6.61254,62.75203423,18.93187235,20.87222882
1.50,2.8718312,18.229954,93.11605243,0.723280712,0,0.028569774,NA,467.68966,7.6313,7.27979,62.66889677,18.865566,20.838034
2.00,2.815495559,18.533062,91.55779898,0.914472042,0,0.024049341,NA,476.0975059,7.82541,6.68232,62.5388205,18.80542235,20.80182559
2.50,2.829584286,18.42472,94.17735602,0.620319172,0,0.022733268,NA,465.9455857,7.75631,6.72598,62.52644017,18.77202857,20.77594857
3.00,2.863174,18.701542,91.03298564,0.841145426,0,0.028466335,NA,481.9373,7.93531,7.12457,62.42445385,18.76746,20.74576
3.50,3.050185429,18.626428,91.0135012,0.83435275,0,0.023547617,NA,471.8467571,7.8871,6.61881,62.30169124,18.72092571,20.71768
4.00,3.142344441,18.794206,90.65068703,0.98263451,0,0.02338675,NA,469.4753676,7.99661,6.52117,62.25487301,18.65986853,20.69422059
4.50,3.0425484,18.690466,92.58690111,0.226697526,0,0.084485711,NA,461.86186,7.92957,11.73254,62.17374391,18.729972,20.662686
5.00,3.021246971,19.766242,87.6324947,0.160635002,0,0.222141037,NA,449.40546,8.64776,17.82381,62.09879753,19.17814914,20.63083286
5.50,3.016600118,19.928092,94.19106961,0.970356266,0,0.248349842,NA,431.4008118,8.75961,18.88141,62.06241007,19.86252676,20.60799676
6.00,2.9084398,20.265286,94.71316213,0.519436148,0,0.189211116,NA,411.8327,8.99491,16.7526,61.97494834,20.453554,20.590664
6.50,3.112582371,20.833672,87.79418383,1.29087629,0,0.531690965,386.8865563,408.2756314,9.39986,23.86983,61.92191404,20.97895914,20.56028114
7.00,3.162552943,21.40744,87.07359007,1.389991504,0,0.411426248,382.5636779,394.4596029,9.81976,22.1676,61.84384556,21.35679629,20.56449829
7.50,3.230535441,21.559852,88.52126739,1.805812558,0,0.652389357,383.9764917,391.2888529,9.93362,25.05079,61.77931291,22.28141088,20.55122147
8.00,3.5699874,21.895564,83.25476071,2.139917934,0,0.492396515,378.3053142,390.9076686,10.1865,23.35156,61.71891413,22.76573629,20.567358
8.50,3.592485,22.608094,82.36849298,1.695254792,0,1.011903877,372.3926924,386.4000824,10.7353,26.97615,61.5783571,22.93210353,20.60403176
9.00,3.4871106,22.856134,75.42596158,2.739559086,0,0.586921908,371.2280944,380.88644,10.93086,24.26435,61.43042713,22.894576,20.658728
9.50,3.497069057,23.150428,74.33138028,2.328495048,0,0.630364865,371.1295296,379.0615229,11.16551,24.53654,61.4356894,22.728442,20.71896714
10.00,3.404047941,23.364772,72.75215616,2.672789438,0,0.725545751,370.3557451,380.2220529,11.33848,25.30619,61.34402174,22.58047588,20.76907235
10.50,3.286275,23.486686,74.19177407,2.504043938,0,0.555459006,NA,380.7377,11.43787,23.7075,61.21168879,22.87902,20.85459
11.00,3.220473,23.227258,80.4136287,3.095338884,0,0.276948389,NA,379.0927571,11.22912,19.0668,61.07414522,22.58291143,20.92125857
11.50,3.427212429,23.360716,73.83617786,2.920164984,0.102,0.152821171,368.6687434,376.1755286,11.33727,13.79557,61.02829216,22.54506714,20.98103429
12.00,3.362852059,23.209084,73.72186768,3.59251134,0,0.154983659,369.3671326,375.6813,11.2159,13.70185,60.93138837,22.47165824,21.05334118
12.50,3.244246343,22.76074,53.07481045,3.339221666,0,0.506241974,NA,377.9167257,10.86026,22.75211,60.90953433,22.26182714,21.12301571
13.00,3.3136535,19.32913,91.33559027,1.267562626,0,0.133080121,NA,385.0729059,8.3596,14.41942,60.79690016,21.95558118,21.18971824
13.50,3.5223604,18.524716,100,0.596041248,0.51,0.035954127,NA,396.3074,7.83096,8.12105,60.70620469,21.6868,21.256594
14.00,3.653118743,18.143452,100,0.551106732,0,0.030015175,NA,399.1983657,7.5881,7.58161,60.72080868,21.63255829,21.29472543
14.50,3.675989886,18.200626,100,0.845098892,0,0.128412961,377.1375759,391.9528514,7.62474,14.40435,60.68330171,21.65053257,21.35285686
15.00,3.775152206,18.191968,100,0.363643874,0,0.054804548,374.9338379,390.1317824,7.61972,9.65466,60.69480024,21.53782618,21.38705176
15.50,3.632224086,18.496792,100,0.265375066,0,0.027181308,NA,397.0098314,7.81487,7.23521,60.66559142,21.41035057,21.41889514
16.00,3.514212314,18.630718,100,0.152685214,0,0.02134796,NA,416.2465,7.90185,6.64592,60.67499645,21.22866029,21.43173686
16.50,3.444023706,18.649828,100,0.466723268,0,0.018129166,NA,444.01065,7.91472,6.36127,60.5832424,21.01135176,21.43844147
17.00,3.342287857,18.352414,100,0.338680254,0,0.017193639,NA,468.6821571,7.72368,6.25662,60.5832424,20.80794571,21.45440029
17.50,3.249674714,17.9146,100,0.472712394,0,0.018731262,NA,479.2509114,7.4475,6.44466,60.556123,20.62860686,21.46704829
18.00,3.305547571,17.831764,100,0.562249292,0,0.005086175,NA,483.3579971,7.39632,4.95264,60.51024054,20.40425829,21.44858543
18.50,3.249354559,17.87482,100,0.598087622,0,0.016696716,NA,484.7587882,7.42358,6.24619,60.52484784,20.30811676,21.45823088
19.00,3.211682143,18.048526,100,0.772350832,0,0.024761968,NA,485.0054143,7.53283,7.08844,60.42892182,20.20098,21.45479286
19.50,3.275485824,18.09088,100,1.022629872,0.1,0.020393806,NA,488.2403118,7.55997,6.67761,60.42892182,20.08341059,21.43523353
20.00,3.251464286,18.14431,100,0.968149182,0,0.019941874,403.3226201,482.8579343,7.59417,6.61853,60.4247651,19.956334,21.41166286
20.50,3.183644971,18.140254,98.5464765,0.852823686,0,0.024394008,NA,466.8259114,7.59206,6.9892,60.38198473,19.84235743,21.39221914
21.00,3.239985824,18.0238,95.83872552,0.767100972,0,0.030605136,408.6770977,454.9968353,7.5191,7.48807,60.33713984,19.74094765,21.37346294
21.50,3.269126229,18.061864,93.91007499,0.904229458,0,0.019459986,NA,470.2214143,7.54351,6.25741,60.32357591,19.56851086,21.34460086
22.00,3.266084657,18.51637,91.05887006,1.354871012,0,0.026488724,398.960086,463.4926286,7.83365,6.69273,60.30896529,19.45872371,21.31116371
22.50,3.263043086,18.569176,92.97621299,0.899890288,0,0.027407519,NA,456.7638429,7.86822,7.00473,60.24429987,19.34893657,21.27772657
23.00,3.248150059,18.807934,91.93244349,0.813224742,0,0.025668087,NA,456.4095941,8.0341,6.80785,60.24429987,19.33059529,21.25006471
23.50,3.146842771,19.129138,88.96506445,0.949324684,0,0.031125105,NA,460.5709743,8.25716,7.16849,60.19839972,19.32098229,21.21760743
24.00,3.103103457,19.180228,87.83438302,0.856016458,0,0.026225756,NA,463.0157371,8.30215,6.67943,60.13582029,19.272886,21.17960229
0.00,3.187837706,19.305418,85.10262947,1.006601728,0.102,0.031072111,409.9724862,461.0050706,8.39721,6.96279,60.13061268,19.19269118,21.14145059
0.50,3.228344514,19.197856,87.04133437,0.820403122,0,0.029854987,406.4319595,459.26152,8.33572,7.05682,60.11809491,19.10241286,21.10701943
1.00,3.310023371,19.083976,88.44429854,0.740733818,0.1,0.024793429,NA,464.52292,8.2702,6.66473,60.08991398,19.00298429,21.07716514
1.50,3.286014824,19.156438,88.85588545,0.570616926,0.1,0.023074617,NA,474.5484059,8.32961,6.59456,60.0721876,18.88593882,21.01930441
2.00,3.134232429,19.33966,89.84414723,0.683563914,0,0.025239693,NA,480.2230571,8.46435,6.80745,60.00120451,18.81108,20.98261429
2.50,3.059200714,19.28584,92.18934884,0.484422796,0,0.023251534,NA,483.3449143,8.4388,6.76456,59.96574874,18.80511143,20.94878571
3.00,3.152641059,19.627948,90.65049185,0.532303662,1.2,0.029420021,NA,485.8362971,8.68412,7.31334,59.96574874,18.903385,20.91542118
3.50,3.353223886,19.811404,91.28947021,0.457080668,0.7,0.023039613,NA,486.1963057,8.82286,6.73808,59.91983278,19.05785371,20.880912
4.00,3.470218571,20.062876,89.50217784,0.31108099,0.9,0.027326384,NA,481.8152771,9.01112,7.17779,59.91983278,19.18285429,20.84411486
4.50,3.332779588,20.160064,91.43622928,0.253086108,8.8,0.052442631,NA,473.8532676,9.09179,9.3978,59.942808,19.32037588,20.81500824
5.00,3.400897235,20.347654,90.80315888,0.45127368,2.8,0.082654684,404.4466267,446.0002971,9.23782,11.52534,59.87912023,19.65655235,20.79515529
5.50,3.508400486,20.288218,93.36011281,0.832606368,1.9,0.301263458,399.4066275,414.68842,9.207,19.84287,59.91567169,19.94296714,20.76037657
6.00,3.392850588,20.517694,93.90413173,0.96886702,0.1,0.346091386,386.9145115,402.8842059,9.38474,20.78378,59.8238315,20.67530118,20.73301471
6.50,3.4247612,20.915104,92.56088215,1.303754518,0.2,0.297567115,381.517447,395.7165343,9.68874,19.87777,59.76538322,21.08694857,20.71625171
7.00,3.499713486,21.24598,91.83655796,1.525748598,0.3,0.424647035,381.7086233,388.3976857,9.94873,22.16283,59.79147835,21.68609571,20.71353257
7.50,3.452826588,21.322108,92.41890575,1.27009113,0,0.161376738,384.9825623,387.1503176,10.01906,15.75506,59.72365149,22.30711353,20.71849529
8.00,3.450712943,21.610708,92.36122172,1.268826878,0,0.241510064,378.2741584,394.4504286,10.25224,18.4704,59.65369303,21.32513629,20.71482343
8.50,3.336907514,21.82669,89.36666373,1.58197567,0.1,0.300390773,374.6872668,385.7161429,10.43237,19.96019,59.64952798,21.47113343,20.73224914
9.00,3.335550829,21.909292,87.66996908,2.165706532,0,0.145587781,374.6611935,381.1592657,10.5101,14.98913,59.56287232,21.491602,20.78378714
9.50,3.196894529,21.56656,92.03224083,2.009817832,0,0.173057951,376.3278552,381.8611235,10.25759,16.4447,59.56811418,21.19679941,20.81904294
10.00,3.146489857,22.498036,51.06221365,1.210446292,0,0.996302771,NA,385.8573,11.00397,26.27883,59.46787536,21.10850571,20.85063714
10.50,3.255072286,21.512116,77.86596164,1.24169903,0,0.502105518,NA,386.2914857,10.24178,23.11357,59.46787536,21.17138571,20.88675286
11.00,3.401101765,21.526312,90.8498314,1.85175419,0.102,0.277256451,370.7436441,380.9134882,10.26576,19.69538,59.40208906,21.30811353,20.92446
11.50,3.385440343,21.579352,91.97003273,1.481821198,0,0.130548873,371.4951484,377.4564486,10.31982,14.54758,59.36135805,21.46631286,20.95495714
12.00,3.219137588,21.975592,60.96766349,0.113011272,0,0.358907219,NA,391.0919618,10.64287,20.88075,59.34361357,21.19669441,20.97739206
12.50,3.574415235,20.03776,41.30112705,0.765043884,0,0.414797933,NA,389.3508147,9.19112,21.91626,59.28303433,21.06242676,21.00415382
13.00,3.587962686,20.090566,34.11472048,0.182523704,0.204,0.391336607,NA,389.3384686,9.24098,21.61982,59.28198403,21.00047714,21.03621371
13.50,3.614612171,18.399526,100,1.430629706,0.204,0.063644406,NA,380.0364629,8.07501,11.2111,59.28303433,21.131784,21.0645
14.00,3.4602655,17.722954,100,0.959845832,0,0.161390031,370.0075804,379.3337,7.64112,16.62238,59.27364481,21.13868,21.08634
14.50,3.2874852,18.067168,100,1.182225616,0,0.166259647,NA,387.8296257,7.87501,16.89547,59.31331546,21.00192229,21.102512
15.00,3.321098857,17.935192,100,0.23099384,0,0,377.4266872,395.9495571,7.79835,4.55462,59.30914011,20.85608171,21.11276743
15.50,3.422054265,18.2929,100,0.009449748,0,0.022773547,NA,404.2362529,8.04449,7.29605,59.34985497,20.67894941,21.11428765
16.00,3.363526912,18.390088,100,0.824356588,0,0.011424118,384.2779629,422.8817824,8.11965,6.15877,59.3227125,20.54174353,21.12046412
