,Rsoil,RsoilMOD,,,,,
344,3.134052286,3.086017061,,,,,
345,3.077410706,3.077787065,,,,,
346,3.114317314,2.929399004,,,,,
347,3.225341,2.960521474,,,,,
348,3.338094057,3.124032309,,,,,
349,3.37882371,3.103566571,,,,,
350,3.327987623,3.143288374,,,,,
351,3.277151536,2.968015994,,,,,
352,3.411904486,3.157581623,,,,,
353,3.423542086,3.150533619,,,,,
354,3.368932676,3.162617897,,,,,
355,3.362592857,3.02734095,,,,,
356,3.413635714,3.185940188,,,,,
357,3.439947059,3.207703524,,,,,
358,3.446297314,2.97492051,,,,,
359,3.416336743,3.184132835,,,,,
360,3.222492294,3.206862894,,,,,
361,3.168430486,3.196369182,,,,,
362,3.298367,3.194994341,,,,,
363,3.484959588,3.194123165,,,,,
364,3.562053886,3.174706206,,,,,
365,3.495144629,3.188914012,,,,,
366,3.425320914,3.119955477,,,,,
367,,3.119411224,,,,,
368,,3.135612466,,,,,
369,,3.208735607,,,,,
370,,3.234439863,,,,,
371,,3.188158134,,,,,
372,,3.191086211,,,,,
373,,3.209132844,,,,,
374,,3.255747851,,,,,
375,,3.286427487,,,,,
376,,3.178020781,,,,,
377,,3.315531678,,,,,
378,,3.388566931,,,,,
379,,3.441167546,,,,,
380,,3.490110404,,,,,
381,,3.291569588,,,,,
382,,3.464985593,,,,,
383,,3.433155768,,,,,
384,,3.450521752,,,,,
385,,3.339002833,,,,,
386,,3.364370109,,,,,
387,,2.959246318,,,,,
388,,3.286288653,,,,,
389,,3.386989284,,,,,
390,,3.391223278,,,,,
391,,3.356521065,,,,,
392,,3.20162471,,,,,
393,,3.068345596,,,,,
394,,2.921225321,,,,,
395,,3.132018377,,,,,
396,,3.061793096,,,,,
397,,3.270246397,,,,,
398,,3.280522379,,,,,
399,,3.41182399,,,,,
400,,3.422731748,,,,,
401,,3.428693844,,,,,
402,,3.25735832,,,,,
403,,3.453003415,,,,,
404,,3.250961281,,,,,
405,,3.258727223,,,,,
406,,3.288960321,,,,,
407,,3.442684,,,,,
408,,3.446527228,,,,,
409,,3.335122773,,,,,
410,,3.371156704,,,,,
411,,3.464513073,,,,,
412,,3.486539435,,,,,
413,,3.451113958,,,,,
414,,3.470886954,,,,,
415,,3.484104755,,,,,
416,,3.551434221,,,,,
417,,3.5758737,,,,,
418,,3.618186951,,,,,
419,,3.571901767,,,,,
420,,3.471315502,,,,,
421,,3.585704615,,,,,
422,,3.465881494,,,,,
423,,3.550003226,,,,,
424,,3.575836418,,,,,
425,,3.609175147,,,,,
426,,3.627356503,,,,,
427,,3.661503192,,,,,
428,,3.666456968,,,,,
429,,3.645135399,,,,,
430,,3.650621639,,,,,
431,,3.680430679,,,,,
432,,3.572305447,,,,,
433,,3.663703201,,,,,
434,,3.580240831,,,,,
435,,3.471660817,,,,,
436,,3.492984718,,,,,
437,,3.575082228,,,,,
438,,3.437882908,,,,,
439,,3.445479948,,,,,
440,,3.58667141,,,,,
441,,3.497335876,,,,,
442,,3.517561459,,,,,
443,,3.622950524,,,,,
444,,3.607815569,,,,,
445,,3.522561005,,,,,
446,,3.516540127,,,,,
447,,3.616095266,,,,,
448,,3.620947515,,,,,
449,,3.635537055,,,,,
450,,3.596925376,,,,,
451,,3.619685357,,,,,
452,,3.622961878,,,,,
453,,3.627838822,,,,,
454,,3.631582632,,,,,
455,,3.63154094,,,,,
456,,3.641129335,,,,,
457,,3.635239991,,,,,
458,,3.65201046,,,,,
459,,3.653745078,,,,,
460,,3.618290705,,,,,
461,,3.624169787,,,,,
462,,3.697403218,,,,,
463,,3.68082135,,,,,
464,,3.595961498,,,,,
465,,3.616070781,,,,,
466,,3.617029367,,,,,
467,,3.653559573,,,,,
468,,3.640254925,,,,,
469,,3.516151519,,,,,
470,,3.678189433,,,,,
471,,3.599575034,,,,,
472,,3.595520914,,,,,
473,,3.703161227,,,,,
474,,3.697725786,,,,,
475,,3.86677135,,,,,
476,,3.698002989,,,,,
477,,3.689142206,,,,,
478,,3.697309092,,,,,
479,,3.706623344,,,,,
480,,3.608057634,,,,,
481,,1.765574203,,,,,
482,,0.975626009,,,,,
483,,1.301361023,,,,,
484,,1.102730427,,,,,
485,,1.125832133,,,,,
486,,1.114233064,,,,,
487,,1.598218626,,,,,
488,,1.807776756,,,,,
489,,1.88738495,,,,,
490,,2.026116468,,,,,
491,,1.993497275,,,,,
492,,2.055132635,,,,,
493,,2.219728172,,,,,
494,,2.133626745,,,,,
495,,2.316508584,,,,,
496,,2.357034382,,,,,
497,,2.408396982,,,,,
498,,2.323811708,,,,,
499,,2.472800284,,,,,
500,,2.510433556,,,,,
501,,2.520346836,,,,,
502,,2.413787876,,,,,
503,,2.5551901,,,,,
504,,2.43362284,,,,,
505,,2.595039887,,,,,
506,,2.620669475,,,,,
507,,2.538020063,,,,,
508,,2.515210004,,,,,
509,,2.490720883,,,,,
510,,2.518979534,,,,,
511,,2.537459479,,,,,
512,,2.604714787,,,,,
513,,2.557398925,,,,,
514,,2.625979196,,,,,
515,,2.692404544,,,,,
516,,2.594636497,,,,,
517,,2.622102076,,,,,
518,,2.782732093,,,,,
519,,2.731810824,,,,,
520,,2.583031093,,,,,
521,,2.674764642,,,,,
522,,2.703603932,,,,,
523,,2.538335981,,,,,
524,,2.288190688,,,,,
525,,1.539464572,,,,,
526,,1.619159935,,,,,
527,,1.304310218,,,,,
528,,1.684827794,,,,,
529,,1.69691635,,,,,
530,,1.84135179,,,,,
531,,1.541422187,,,,,
532,,1.677636229,,,,,
533,,2.142595305,,,,,
534,,2.192920057,,,,,
535,,2.277303049,,,,,
536,,2.206257949,,,,,
537,,2.086164603,,,,,
538,,2.152446494,,,,,
539,,2.275819247,,,,,
540,,2.317446638,,,,,
541,,2.362332303,,,,,
542,,2.323970665,,,,,
543,,2.355943401,,,,,
544,,2.265223344,,,,,
545,,2.304345337,,,,,
546,,2.40028231,,,,,
547,,2.565037067,,,,,
548,,2.599942712,,,,,
549,,2.618344513,,,,,
550,,2.629003132,,,,,
551,,2.468168442,,,,,
552,,2.654054947,,,,,
553,,2.677502399,,,,,
554,,2.674694859,,,,,
555,,2.665266659,,,,,
556,,2.674930854,,,,,
557,,2.686466175,,,,,
558,,2.68756887,,,,,
559,,2.703589118,,,,,
560,,2.758331046,,,,,
561,,2.685677721,,,,,
562,,2.732647197,,,,,
563,,2.783464536,,,,,
564,,2.74072369,,,,,
565,,2.763853968,,,,,
566,,2.663095055,,,,,
567,,2.873776514,,,,,
568,,2.862002003,,,,,
569,,2.91792384,,,,,
570,,2.933229233,,,,,
571,,3.005457639,,,,,
572,,2.993493481,,,,,
573,,2.91077385,,,,,
574,,2.872212037,,,,,
575,,2.905157054,,,,,
576,,2.934900328,,,,,
577,,2.904097962,,,,,
578,,2.749387659,,,,,
579,,2.559360214,,,,,
580,,2.535336078,,,,,
581,,2.495849735,,,,,
582,,2.486116695,,,,,
583,,2.375640466,,,,,
584,,2.536402851,,,,,
585,,2.516871162,,,,,
586,,2.473594851,,,,,
587,,2.601856164,,,,,
588,,2.522745116,,,,,
589,,2.539158706,,,,,
590,,2.620937813,,,,,
591,,2.671849152,,,,,
592,,2.677976198,,,,,
593,,2.535641719,,,,,
594,,2.736827375,,,,,
595,,2.725613348,,,,,
596,,2.749236021,,,,,
597,,2.761376982,,,,,
598,,2.603533858,,,,,
599,,2.638347867,,,,,
600,,2.789950997,,,,,
601,,2.815899128,,,,,
602,,2.680479766,,,,,
603,,2.761184715,,,,,
604,,2.766541148,,,,,
605,,2.795254022,,,,,
606,,2.856540816,,,,,
607,,2.814440823,,,,,
608,,2.869143508,,,,,
609,,2.752172728,,,,,
610,,2.878442144,,,,,
611,,2.821337203,,,,,
612,,2.879659548,,,,,
613,,2.886999586,,,,,
614,,2.834433349,,,,,
615,,2.795608759,,,,,
616,,2.950184206,,,,,
617,,2.973573392,,,,,
618,,3.000012776,,,,,
619,,3.061290676,,,,,
620,,3.118233403,,,,,
621,,3.108956593,,,,,
622,,3.148088141,,,,,
623,,3.145135082,,,,,
624,,3.144144877,,,,,
625,,3.135204618,,,,,
626,,3.079328723,,,,,
627,,3.113679554,,,,,
628,,3.115598716,,,,,
629,,3.124483363,,,,,
630,,3.128000847,,,,,
631,,2.87001693,,,,,
632,,3.122334547,,,,,
633,,3.127080563,,,,,
634,,2.894933183,,,,,
635,,2.950238743,,,,,
636,,3.120860345,,,,,
637,,3.034852408,,,,,
638,,3.020026954,,,,,
639,,3.148165392,,,,,
640,,3.176022359,,,,,
641,,2.964933655,,,,,
642,,3.184043368,,,,,
643,,3.191010116,,,,,
644,,3.016581745,,,,,
645,,3.207310624,,,,,
646,,3.048652483,,,,,
647,,3.045341646,,,,,
648,,3.030856281,,,,,
649,,3.201302328,,,,,
650,,3.233444341,,,,,
651,,3.204227997,,,,,
652,,3.1209354,,,,,
653,,3.153520068,,,,,
654,,3.159794522,,,,,
655,,3.115986351,,,,,
656,,3.115470646,,,,,
657,,3.185762461,,,,,
658,,3.245436876,,,,,
659,,3.230403396,,,,,
660,,3.215738106,,,,,
661,,3.2087857,,,,,
662,,3.281823005,,,,,
663,,3.236340951,,,,,
664,,3.169197022,,,,,
665,,3.261333778,,,,,
666,3.674008588,3.376378586,,,,,
667,3.597510343,3.388828087,,,,,
668,3.886083771,3.424192818,,,,,
669,3.6384756,3.43085005,,,,,
670,3.7375825,3.456295884,,,,,
671,3.550046657,3.418515925,,,,,
672,3.461090824,3.42406491,,,,,
673,3.545322571,3.434538939,,,,,
674,3.293638714,3.356235671,,,,,
675,3.429027,3.396342794,,,,,
676,3.241827882,2.725795201,,,,,
677,3.543977714,3.142545544,,,,,
678,3.340882529,3.278877078,,,,,
679,3.311421086,3.267118106,,,,,
680,3.3585396,3.417044885,,,,,
681,3.153436853,3.37602477,,,,,
682,3.3069228,3.456054593,,,,,
683,3.2141508,3.30453488,,,,,
684,3.306752471,3.155834399,,,,,
685,3.366831171,3.481546772,,,,,
686,3.415468886,3.521857038,,,,,
687,3.503448765,3.514999718,,,,,
688,3.584902429,3.50742991,,,,,
689,3.539954382,3.523759297,,,,,
690,3.364249714,3.535759006,,,,,
691,2.793131143,3.418852326,,,,,
692,3.067808171,3.423322713,,,,,
693,3.370591029,3.422570738,,,,,
694,3.231279171,3.422544768,,,,,
695,3.742079118,3.602233376,,,,,
696,5.001356143,3.617198416,,,,,
697,4.4778792,3.604820941,,,,,
698,4.8299112,3.601649871,,,,,
699,5.371721765,3.579829581,,,,,
700,4.680152714,3.564073055,,,,,
701,4.683640618,3.598403383,,,,,
702,4.951857571,3.554567756,,,,,
703,4.859166714,3.53706683,,,,,
704,4.809368206,3.521122718,,,,,
705,5.338546571,3.499571393,,,,,
706,4.038843714,3.452503218,,,,,
707,4.958905824,3.553304527,,,,,
708,4.860531971,3.54042006,,,,,
709,4.938783943,3.561646901,,,,,
710,5.165840118,3.547131206,,,,,
711,4.739801429,3.554040444,,,,,
712,4.170762588,3.626447498,,,,,
713,4.949458471,3.653423957,,,,,
714,4.7583152,3.570894307,,,,,
715,4.6932908,3.592907632,,,,,
716,4.873743618,3.707934956,,,,,
717,4.934282571,3.670873194,,,,,
718,4.882157941,3.683584349,,,,,
719,5.041182314,3.721913231,,,,,
720,5.017988857,3.656351446,,,,,
721,4.512814571,3.645988276,,,,,
722,4.096304,3.684558188,,,,,
723,4.432287657,3.690715758,,,,,
724,4.703536,3.57450571,,,,,
725,4.654141571,3.682432666,,,,,
726,4.618890543,3.736594327,,,,,
727,4.846371412,3.718094772,,,,,
728,4.962545529,3.755872648,,,,,
729,4.560329343,3.77840168,,,,,
730,4.385583235,3.790254067,,,,,
731,4.331538857,3.805414683,,,,,
732,4.466865857,3.792427874,,,,,
733,4.631595754,3.797973187,,,,,
734,4.535754014,3.800962794,,,,,
735,4.4452005,3.813401867,,,,,
736,4.5080055,3.800539859,,,,,
737,4.450967143,3.643345284,,,,,
738,4.437161029,3.815495669,,,,,
739,4.4255315,3.82171558,,,,,
740,4.245446857,3.668497877,,,,,
741,3.991968471,3.794767927,,,,,
742,4.015063686,3.809268402,,,,,
743,3.538818829,3.819141024,,,,,
744,3.957035886,3.797636538,,,,,
745,4.197609647,3.821207502,,,,,
746,4.145230429,3.801455507,,,,,
747,4.1291155,3.725947464,,,,,
748,4.0700888,3.762236258,,,,,
749,3.855453029,3.736570242,,,,,
750,4.376088118,3.740584058,,,,,
751,4.279311647,3.718032496,,,,,
752,4.182336057,3.71523221,,,,,
753,3.979963353,3.663190795,,,,,
754,3.597966314,3.726033137,,,,,
755,3.533583257,3.781692258,,,,,
756,3.755435529,3.798265958,,,,,
757,3.360695486,3.807334051,,,,,
758,3.467896629,3.772014276,,,,,
759,3.479624971,3.803584631,,,,,
760,3.846548143,3.805113733,,,,,
761,3.723357857,3.847296573,,,,,
762,3.622893529,3.890139473,,,,,
763,3.536272743,3.84080847,,,,,
764,3.218291176,3.817292333,,,,,
765,3.920751257,3.846673326,,,,,
766,3.835210114,3.83587001,,,,,
767,3.719068714,3.751530155,,,,,
768,3.789997647,3.811590136,,,,,
769,3.889748171,3.794873553,,,,,
770,3.964717235,3.7894799,,,,,
771,3.9336054,3.78794934,,,,,
772,3.736505114,3.792405177,,,,,
773,4.112585971,3.604790557,,,,,
774,3.893899029,3.642830896,,,,,
775,3.550939429,3.594985823,,,,,
776,3.661314941,3.578039626,,,,,
777,3.852667771,3.748541532,,,,,
778,3.800553343,3.538623237,,,,,
779,3.610031118,3.732282912,,,,,
780,3.595958101,3.601724864,,,,,
781,3.461994623,3.731301355,,,,,
782,3.328031145,3.59906803,,,,,
783,3.442271657,3.722580362,,,,,
