,Rsoil,RsoilMOD,,,,,
784,3.674857543,3.721389131,,,,,
785,3.734242324,3.561484343,,,,,
786,3.544944429,3.731704111,,,,,
787,3.400851824,3.752452619,,,,,
788,3.321148,3.737511825,,,,,
789,3.289650571,3.753836792,,,,,
790,3.225180286,3.760316908,,,,,
791,3.267727882,3.750085302,,,,,
792,3.818919971,3.767202752,,,,,
793,4.380090294,3.748304826,,,,,
794,4.3510736,3.771729531,,,,,
795,4.532227829,3.586256281,,,,,
796,4.184165257,3.576244776,,,,,
797,4.267349,3.594008163,,,,,
798,3.7321988,3.594534054,,,,,
799,3.445407941,3.644537018,,,,,
800,3.265229,3.643454181,,,,,
801,3.038674057,3.717866566,,,,,
802,3.205315176,3.667028287,,,,,
803,3.265969,3.714828371,,,,,
804,3.334741,3.712374803,,,,,
805,3.170364029,3.736788971,,,,,
806,2.9266924,3.763270926,,,,,
807,2.918191829,3.676051609,,,,,
808,3.208950941,3.693286526,,,,,
809,3.563011,3.768887216,,,,,
810,3.675219941,3.80184978,,,,,
811,3.944214059,3.801666156,,,,,
812,3.0752198,3.703441362,,,,,
813,3.197208543,3.822735771,,,,,
814,3.651581529,3.841590114,,,,,
815,4.0543908,3.837344484,,,,,
816,4.293422735,3.762847035,,,,,
817,4.209367,3.770690113,,,,,
818,3.679387,3.802898475,,,,,
819,3.940187286,3.806014352,,,,,
820,4.436279,3.82163865,,,,,
821,4.194671,3.817311725,,,,,
822,4.016023118,3.842323115,,,,,
823,4.063385514,3.841792524,,,,,
824,4.0272602,3.617562462,,,,,
825,4.249364294,3.838006687,,,,,
826,3.414993706,3.688677921,,,,,
827,3.903017,3.702660928,,,,,
828,3.837586324,3.703238174,,,,,
829,3.719264486,3.782036601,,,,,
830,3.6844842,3.583601545,,,,,
831,3.707667794,3.816633079,,,,,
832,3.816140857,3.839821797,,,,,
833,3.674816,3.663285482,,,,,
834,3.978646294,3.831816067,,,,,
835,3.692119343,3.702789773,,,,,
836,3.7673578,3.69169873,,,,,
837,3.951348412,3.842573465,,,,,
838,3.891137343,3.721915889,,,,,
839,3.639439176,3.871166801,,,,,
840,3.581623429,3.725136677,,,,,
841,3.406607714,3.875978104,,,,,
842,3.2351536,3.881186085,,,,,
843,3.481096324,3.793903909,,,,,
844,3.4416428,3.720265988,,,,,
845,3.341369647,3.763581717,,,,,
846,3.438274286,3.695803725,,,,,
847,3.507413714,3.729944658,,,,,
848,3.499216,3.754218558,,,,,
849,3.444548059,3.716765349,,,,,
850,3.730053914,3.755657746,,,,,
851,3.629322382,3.836928913,,,,,
852,3.460955571,3.731073769,,,,,
853,3.379507457,3.81825898,,,,,
854,3.261910147,3.845390606,,,,,
855,3.096373371,3.911202224,,,,,
856,3.342417086,3.745542267,,,,,
857,3.396841529,3.895452659,,,,,
858,3.561944886,3.948633934,,,,,
859,3.876004343,3.889021264,,,,,
860,3.623666471,3.877446032,,,,,
861,3.061314571,3.582634715,,,,,
862,3.2367935,3.773316587,,,,,
863,2.953897514,3.773161962,,,,,
864,2.824672943,3.737728735,,,,,
865,3.1101662,3.683118035,,,,,
866,3.334454265,3.644920729,,,,,
867,3.664921143,3.598870913,,,,,
868,3.881890118,3.762628588,,,,,
869,3.7743752,3.384664975,,,,,
870,3.692017229,3.751940127,,,,,
871,3.118079514,3.35681107,,,,,
872,3.421730765,3.730856265,,,,,
873,3.7964332,3.730300525,,,,,
874,3.802843324,3.524502588,,,,,
875,3.755240143,3.258699162,,,,,
876,3.846004714,3.714040234,,,,,
877,3.866683783,3.716062537,,,,,
878,3.757452478,3.595548299,,,,,
879,3.648221174,3.496907251,,,,,
880,3.708237235,3.482252806,,,,,
881,3.747184657,3.52902781,,,,,
882,3.577015543,3.51108095,,,,,
883,3.499032706,3.516656855,,,,,
884,3.591648543,3.479882577,,,,,
885,3.252415735,3.500768583,,,,,
886,3.677093088,3.515427512,,,,,
887,3.160301257,3.53251163,,,,,
888,3.408217314,3.538762126,,,,,
889,3.615899588,3.555981032,,,,,
890,3.638686429,3.73092771,,,,,
891,3.625409471,3.71963992,,,,,
892,3.600489686,3.672862905,,,,,
893,3.450114886,3.566817383,,,,,
894,3.368811457,3.536300494,,,,,
895,3.128205176,3.617855202,,,,,
896,3.502016743,3.629037047,,,,,
897,3.3058275,3.692059799,,,,,
898,2.771997057,3.728924792,,,,,
899,2.663137914,3.694872611,,,,,
900,2.674329059,3.702865912,,,,,
901,2.177899647,3.633866259,,,,,
902,2.747722057,3.609861937,,,,,
903,2.612592235,3.636382937,,,,,
904,,3.489944713,,,,,
905,,3.606664358,,,,,
906,,3.507323099,,,,,
907,,3.685717526,,,,,
908,,3.789953729,,,,,
909,,3.725253193,,,,,
910,,3.777328938,,,,,
911,,3.758735203,,,,,
912,,1.6842462,,,,,
913,,1.859262668,,,,,
914,,1.996459904,,,,,
915,,2.069403898,,,,,
916,,2.113234916,,,,,
917,,2.132425084,,,,,
918,,2.200870865,,,,,
919,,2.136601092,,,,,
920,,2.214264439,,,,,
921,,2.370433938,,,,,
922,,2.256338289,,,,,
923,,2.436549294,,,,,
924,,2.43530852,,,,,
925,,2.441529062,,,,,
926,,2.471761679,,,,,
927,,2.45150881,,,,,
928,,2.618806337,,,,,
929,,2.643881778,,,,,
930,,2.638567131,,,,,
931,,2.691681022,,,,,
932,,2.678263257,,,,,
933,,2.572078858,,,,,
934,,2.622254417,,,,,
935,,2.578238381,,,,,
936,,2.647775733,,,,,
937,,2.773687664,,,,,
938,,2.788408676,,,,,
939,,2.688821819,,,,,
940,,2.710987664,,,,,
941,,2.724172387,,,,,
942,,2.750459674,,,,,
943,,2.726534118,,,,,
944,,2.728584172,,,,,
945,,2.701559682,,,,,
946,,2.650240383,,,,,
947,,2.741072223,,,,,
948,,2.728910714,,,,,
949,,2.751734406,,,,,
950,,2.731550899,,,,,
951,,2.714641986,,,,,
952,,2.770047282,,,,,
953,,2.822922557,,,,,
954,,2.901110345,,,,,
955,,2.937097761,,,,,
956,,2.92266344,,,,,
957,,2.98979552,,,,,
958,,3.03100009,,,,,
959,,3.053216111,,,,,
960,,3.080106845,,,,,
961,,3.125847047,,,,,
962,,3.143573559,,,,,
963,,3.122289029,,,,,
964,,3.050203357,,,,,
965,,3.08547534,,,,,
966,,3.085770979,,,,,
967,,3.097533603,,,,,
968,,3.080430915,,,,,
969,,3.094399101,,,,,
970,,3.098303709,,,,,
971,,3.102041421,,,,,
972,,3.099259882,,,,,
973,,3.112809122,,,,,
974,,3.114425252,,,,,
975,,3.122643606,,,,,
976,,3.125583958,,,,,
977,,3.135791745,,,,,
978,,3.142776038,,,,,
979,,3.134812072,,,,,
980,,3.151121413,,,,,
981,,3.16174702,,,,,
982,,3.159686951,,,,,
983,,3.170143269,,,,,
984,,3.172555521,,,,,
985,,3.163261675,,,,,
986,,3.171386961,,,,,
987,,3.155386102,,,,,
988,,3.121457019,,,,,
989,,3.094472737,,,,,
990,,3.06975188,,,,,
991,,3.014081475,,,,,
992,,3.001691324,,,,,
993,,2.958990607,,,,,
994,,3.002364432,,,,,
995,,2.95986124,,,,,
996,,2.991295416,,,,,
997,,3.001372405,,,,,
998,,3.040851762,,,,,
999,,3.133869542,,,,,
1000,,3.192335066,,,,,
1001,,3.210514796,,,,,
1002,,3.222578388,,,,,
1003,,3.282534954,,,,,
1004,,3.313226108,,,,,
1005,,3.311269276,,,,,
1006,,3.090535507,,,,,
1007,,2.81297288,,,,,
1008,,2.663866254,,,,,
1009,,1.87249631,,,,,
1010,,1.721602346,,,,,
1011,,1.740460122,,,,,
1012,,1.855098242,,,,,
1013,,1.840972722,,,,,
1014,,2.063421783,,,,,
1015,,2.113179679,,,,,
1016,,2.201892786,,,,,
1017,,2.235939385,,,,,
1018,,2.268664833,,,,,
1019,,2.321403572,,,,,
1020,,2.370041524,,,,,
1021,,2.399395265,,,,,
1022,,2.41971184,,,,,
1023,,2.464719902,,,,,
1024,,2.470200007,,,,,
1025,,2.493754201,,,,,
1026,,2.507234425,,,,,
1027,,2.500829824,,,,,
1028,,2.497637225,,,,,
1029,,2.520047618,,,,,
1030,,2.538254224,,,,,
1031,,2.557382243,,,,,
1032,,2.578992408,,,,,
1033,,2.576392154,,,,,
1034,,2.611904604,,,,,
1035,,2.596236472,,,,,
1036,,2.572806165,,,,,
1037,,2.560734332,,,,,
1038,,2.554704739,,,,,
1039,,2.506700271,,,,,
1040,,2.487753527,,,,,
1041,,2.45670535,,,,,
1042,,2.534703271,,,,,
1043,,2.612953603,,,,,
1044,,2.578076591,,,,,
1045,,2.648772962,,,,,
1046,,2.672336866,,,,,
1047,,2.671494296,,,,,
1048,,2.67423538,,,,,
1049,,2.754050326,,,,,
1050,,2.831395766,,,,,
1051,,2.857800614,,,,,
1052,,2.768308471,,,,,
1053,,2.301808598,,,,,
1054,,1.984904214,,,,,
1055,,1.8435656,,,,,
1056,,1.94769203,,,,,
1057,,2.035405082,,,,,
1058,,2.122600664,,,,,
1059,,2.187512116,,,,,
1060,,2.231046752,,,,,
1061,,2.288253202,,,,,
1062,,2.337838483,,,,,
1063,,2.366915167,,,,,
1064,,2.401496437,,,,,
1065,,2.441844117,,,,,
1066,,2.459375637,,,,,
1067,,2.48479076,,,,,
1068,,2.509183848,,,,,
1069,,2.520594569,,,,,
1070,,2.552213915,,,,,
1071,,2.572360311,,,,,
1072,,2.596050968,,,,,
1073,,2.614659945,,,,,
1074,,2.628503204,,,,,
1075,,2.639559325,,,,,
1076,,2.675682563,,,,,
1077,,2.688321068,,,,,
1078,,2.704284715,,,,,
1079,,2.714762429,,,,,
1080,,2.71308362,,,,,
1081,,2.734090827,,,,,
1082,,2.738964238,,,,,
1083,,2.771518505,,,,,
1084,,2.773153783,,,,,
1085,,2.748325087,,,,,
1086,,2.72850016,,,,,
1087,,2.633263571,,,,,
1088,,2.641264105,,,,,
1089,,2.664851069,,,,,
1090,,2.611249612,,,,,
1091,2.923481676,2.607044415,,,,,
1092,2.6028574,2.598737436,,,,,
1093,2.518451765,2.637803968,,,,,
1094,2.980343235,2.587708876,,,,,
1095,1.3676208,2.684467682,,,,,
1096,2.503675343,1.580777182,,,,,
1097,2.589859882,1.910331579,,,,,
1098,1.7290052,2.024758617,,,,,
1099,1.564902235,2.128120818,,,,,
1100,2.052169714,2.165451374,,,,,
1101,2.209704,2.207149539,,,,,
1102,2.224494857,2.278160674,,,,,
1103,1.9180725,2.325019518,,,,,
1104,2.4534522,2.395220827,,,,,
1105,2.372600059,2.402503455,,,,,
1106,,2.463272743,,,,,
1107,,2.414874204,,,,,
1108,,1.296465555,,,,,
1109,,1.220299011,,,,,
1110,,1.610114069,,,,,
1111,,1.75266037,,,,,
1112,,1.883167619,,,,,
1113,,1.929569289,,,,,
1114,,2.032085989,,,,,
1115,,2.094884668,,,,,
1116,,2.131133679,,,,,
1117,,2.217165311,,,,,
1118,,2.252147625,,,,,
1119,,2.283468666,,,,,
1120,,2.340310899,,,,,
1121,,2.389531589,,,,,
1122,,2.405006156,,,,,
1123,,2.428118377,,,,,
1124,,2.440745666,,,,,
1125,,2.490850733,,,,,
1126,,2.523045094,,,,,
1127,,2.532817002,,,,,
1128,,2.558788047,,,,,
1129,,2.559866089,,,,,
1130,,2.597115952,,,,,
1131,,2.599150696,,,,,
1132,,2.591321705,,,,,
1133,,2.550765917,,,,,
1134,,2.55073826,,,,,
1135,,2.478524765,,,,,
1136,,2.512807674,,,,,
1137,,2.534741335,,,,,
1138,,2.485063157,,,,,
1139,,2.529674167,,,,,
1140,,2.574636268,,,,,
1141,,2.516075176,,,,,
1142,,2.530716159,,,,,
1143,,2.566522118,,,,,
1144,,2.636869261,,,,,
1145,,2.632099346,,,,,
1146,,2.664725339,,,,,
1147,,2.691150488,,,,,
1148,,2.740150011,,,,,
1149,,2.783784782,,,,,
1150,,2.834891166,,,,,
1151,,2.879927688,,,,,
1152,,2.913940835,,,,,
1153,,2.931190114,,,,,
1154,,2.960871029,,,,,
1155,,2.959654278,,,,,
1156,,2.961389236,,,,,
1157,,2.984391715,,,,,
1158,,3.016549503,,,,,
1159,,3.025226503,,,,,
1160,,3.034784263,,,,,
1161,,3.046035566,,,,,
1162,,3.045343642,,,,,
1163,,3.048245901,,,,,
1164,,3.062141269,,,,,
1165,,3.084776397,,,,,
1166,,3.079352464,,,,,
1167,,3.088421163,,,,,
1168,,3.098391131,,,,,
1169,,3.108616573,,,,,
1170,,3.11869802,,,,,
1171,,3.098569793,,,,,
1172,,3.112301409,,,,,
1173,,3.121687674,,,,,
1174,,3.135619435,,,,,
1175,,3.152128461,,,,,
1176,,3.153566471,,,,,
1177,,3.138407749,,,,,
1178,,3.153823598,,,,,
1179,,3.119957361,,,,,
1180,,3.083196628,,,,,
1181,,3.053272112,,,,,
1182,,3.068082535,,,,,
1183,,2.991583033,,,,,
1184,,2.981020756,,,,,
1185,,2.943129837,,,,,
1186,,2.965578887,,,,,
1187,,2.931153632,,,,,
1188,,2.928542852,,,,,
1189,,2.934811645,,,,,
1190,,2.951643535,,,,,
1191,,2.945588565,,,,,
1192,,2.952891,,,,,
1193,,2.9755926,,,,,
1194,,3.000552436,,,,,
1195,,3.069322353,,,,,
1196,,3.144291983,,,,,
1197,,3.218735489,,,,,
1198,,3.255212742,,,,,
1199,,3.30064239,,,,,
1200,,3.311469576,,,,,
1201,,3.366211555,,,,,
1202,,3.372087323,,,,,
1203,,3.327873199,,,,,
1204,,3.351983608,,,,,
1205,,3.383581131,,,,,
1206,,3.388958501,,,,,
1207,,3.357474949,,,,,
1208,,3.382071129,,,,,
1209,,3.401025356,,,,,
1210,,3.374533692,,,,,
1211,,3.39474269,,,,,
1212,,3.406915285,,,,,
1213,,3.384638205,,,,,
1214,,3.37744021,,,,,
1215,,3.419900556,,,,,
1216,,3.401434594,,,,,
1217,,3.413265929,,,,,
1218,,3.41883946,,,,,
1219,,3.415397179,,,,,
1220,,3.409376199,,,,,
1221,,3.397585612,,,,,
1222,,3.421963201,,,,,
1223,,3.447762866,,,,,
1224,,3.445062738,,,,,
1225,,3.447992881,,,,,
1226,,3.435395162,,,,,
1227,,3.435859775,,,,,
1228,,3.397410915,,,,,
1229,,3.386204748,,,,,
1230,,3.389836337,,,,,
1231,,3.31500327,,,,,
1232,,3.31020679,,,,,
1233,,3.288231328,,,,,
1234,,3.244623475,,,,,
1235,,3.268133939,,,,,
1236,,3.24011338,,,,,
1237,,3.248681563,,,,,
1238,,3.315484926,,,,,
1239,,3.294677637,,,,,
1240,,3.313439292,,,,,
1241,,3.35832399,,,,,
1242,,3.401091795,,,,,
1243,,3.454743421,,,,,
1244,,3.473865659,,,,,
1245,,3.528982379,,,,,
1246,,2.836191872,,,,,
1247,,2.484182407,,,,,
1248,,1.475729826,,,,,
1249,,0.988945096,,,,,
1250,,1.418501003,,,,,
1251,,1.496134215,,,,,
1252,,1.59872041,,,,,
1253,,1.758592677,,,,,
1254,,1.932672499,,,,,
1255,,2.054737716,,,,,
1256,,2.139776988,,,,,
1257,,2.192608853,,,,,
1258,,2.259059918,,,,,
1259,,2.317382364,,,,,
1260,,2.328878143,,,,,
1261,,2.389376697,,,,,
1262,,2.428624445,,,,,
1263,,2.433670343,,,,,
1264,,2.485287239,,,,,
1265,,2.517473821,,,,,
1266,,2.552721183,,,,,
1267,,2.562319116,,,,,
1268,,2.586613099,,,,,
1269,,2.595732367,,,,,
1270,,2.626336736,,,,,
1271,,2.635945686,,,,,
1272,,2.637535869,,,,,
1273,,2.66665597,,,,,
1274,,2.671950861,,,,,
1275,,2.681819901,,,,,
1276,,2.670505891,,,,,
1277,,2.640876402,,,,,
1278,,2.622506563,,,,,
1279,,2.60192766,,,,,
1280,,2.596525653,,,,,
1281,,2.575776426,,,,,
1282,,2.578570709,,,,,
1283,,2.651568031,,,,,
1284,,2.625896752,,,,,
1285,,2.670791004,,,,,
1286,,2.669233857,,,,,
1287,2.294740176,2.580203612,,,,,
1288,2.546896571,2.653464175,,,,,
1289,2.496950235,2.704070634,,,,,
1290,2.470616571,2.701529682,,,,,
1291,2.770887143,2.788999894,,,,,
1292,3.354592,2.826920801,,,,,
1293,3.690959059,2.833963289,,,,,
1294,3.541018971,2.872123535,,,,,
1295,3.449448176,2.919123217,,,,,
1296,3.496860914,2.941982204,,,,,
1297,3.438293371,2.979467935,,,,,
1298,3.271648353,2.983476209,,,,,
1299,3.577534857,3.006376889,,,,,
1300,3.853033429,2.999379361,,,,,
1301,3.668717059,3.013190449,,,,,
1302,3.496408429,3.036358632,,,,,
1303,3.218660314,3.058014546,,,,,
1304,3.253185294,3.081006892,,,,,
1305,3.425164857,3.089542945,,,,,
1306,3.113715088,3.101898381,,,,,
1307,3.348149286,3.107640536,,,,,
1308,3.492847857,3.111112664,,,,,
1309,3.648476333,3.122931709,,,,,
1310,3.805786333,3.131000314,,,,,
1311,3.690241314,3.136684902,,,,,
1312,3.548646235,3.135942863,,,,,
1313,3.739943029,3.138086431,,,,,
1314,4.0344982,3.14244899,,,,,
1315,3.7984702,3.151820758,,,,,
1316,3.881789941,3.172708012,,,,,
1317,3.814351086,3.180052145,,,,,
1318,3.421066853,3.171077214,,,,,
1319,3.114841286,3.187000627,,,,,
1320,3.064498429,3.193503936,,,,,
1321,3.115252147,3.174742658,,,,,
1322,3.604174314,3.205625467,,,,,
1323,3.677563743,3.184408068,,,,,
1324,3.534099647,3.163564542,,,,,
1325,3.054172686,3.12448152,,,,,
1326,3.014233714,3.101633455,,,,,
1327,2.970921882,3.081656811,,,,,
1328,2.548124314,3.028341102,,,,,
1329,2.609860941,3.013108737,,,,,
1330,0.679260353,2.974470206,,,,,
1331,2.277721429,2.975934632,,,,,
1332,2.968955886,3.007274074,,,,,
1333,3.004732382,3.017791413,,,,,
1334,2.768818571,2.989039819,,,,,
1335,2.670339471,3.050728629,,,,,
1336,3.032180371,3.089199065,,,,,
1337,3.756721429,3.100145541,,,,,
1338,3.031094286,3.099262089,,,,,
1339,3.242490647,3.103296129,,,,,
1340,3.474674257,3.14185173,,,,,
1341,3.0640125,3.195555543,,,,,
1342,3.030073286,3.267793254,,,,,
1343,3.472140771,3.309536562,,,,,
1344,2.327729647,3.241072364,,,,,
1345,2.116706118,3.265856852,,,,,
1346,1.893712314,3.252767738,,,,,
1347,2.122765118,3.225642538,,,,,
1348,2.028150143,3.212568492,,,,,
1349,2.328177571,3.222902698,,,,,
1350,2.967923824,3.225669792,,,,,
1351,2.871576086,3.221949231,,,,,
1352,2.050761412,3.220967048,,,,,
1353,2.198253765,3.206465505,,,,,
1354,2.9601362,3.215032091,,,,,
1355,3.226284657,3.220327638,,,,,
1356,3.282267,3.22924819,,,,,
1357,3.185977565,3.23769751,,,,,
1358,2.89563887,3.240799563,,,,,
1359,2.687869143,3.232772616,,,,,
1360,3.016797714,3.27215918,,,,,
1361,2.850329229,3.269306564,,,,,
1362,3.371137588,3.260916672,,,,,
1363,3.336902143,3.275961462,,,,,
1364,3.390417618,3.283494081,,,,,
1365,3.496296629,3.286538406,,,,,
1366,3.000907486,3.289756283,,,,,
1367,2.875698206,3.277152674,,,,,
1368,2.896164382,3.297971429,,,,,
1369,2.9199568,3.305605873,,,,,
1370,2.756930118,3.328196958,,,,,
1371,2.652870171,3.311120692,,,,,
1372,2.818136857,3.282496737,,,,,
1373,3.113614941,3.278588348,,,,,
1374,3.0262486,3.262818147,,,,,
1375,2.4387406,3.258972665,,,,,
1376,2.681979735,3.232608149,,,,,
1377,2.972524714,3.180459376,,,,,
1378,2.411133571,3.135764938,,,,,
1379,2.132466294,3.147997964,,,,,
1380,2.582055457,3.164794219,,,,,
1381,2.823739647,3.165224855,,,,,
1382,2.143989486,3.171359611,,,,,
1383,1.918771771,3.139736979,,,,,
1384,1.660657257,3.170316487,,,,,
1385,1.955447647,3.186846296,,,,,
1386,2.0501736,3.204391292,,,,,
1387,2.150156,3.208975858,,,,,
1388,2.418890943,3.232731779,,,,,
1389,2.370288543,3.255537442,,,,,
1390,3.125115114,3.240721997,,,,,
1391,1.942667382,3.301861709,,,,,
1392,2.601376143,3.337006215,,,,,
1393,3.406454176,3.348020573,,,,,
1394,3.861938971,3.375470016,,,,,
1395,3.948436343,3.419593278,,,,,
1396,3.829534529,3.40791249,,,,,
1397,4.000154943,3.459767417,,,,,
1398,3.669404086,3.441849931,,,,,
1399,3.991731588,3.462140727,,,,,
1400,3.995679171,3.452589193,,,,,
1401,3.3689022,3.461872677,,,,,
1402,3.048868676,3.469008384,,,,,
1403,3.465917829,3.488455906,,,,,
1404,3.603278174,3.48997811,,,,,
1405,3.593679478,3.481493146,,,,,
1406,3.584080783,3.479009677,,,,,
1407,3.748258143,3.485296006,,,,,
1408,3.849697235,3.479227883,,,,,
1409,3.792335,3.484802344,,,,,
1410,3.810296353,3.498825878,,,,,
1411,3.8352428,3.523563213,,,,,
1412,3.000246229,3.531037694,,,,,
1413,3.440829657,3.523635366,,,,,
1414,3.499029647,3.534892441,,,,,
1415,3.565503086,3.534086465,,,,,
1416,3.463942765,3.550001696,,,,,
1417,3.4476918,3.554132261,,,,,
1418,3.532305343,3.552646506,,,,,
1419,3.404164647,3.546006144,,,,,
1420,3.962282,3.546700495,,,,,
1421,3.234727143,3.548117491,,,,,
1422,3.799116529,3.523122727,,,,,
1423,3.5724234,3.465905687,,,,,
1424,3.158828143,3.399598683,,,,,
1425,2.995514588,3.387221487,,,,,
1426,2.9197128,3.370861921,,,,,
1427,2.985639647,3.330526491,,,,,
1428,2.620714353,3.275815014,,,,,
1429,2.5519948,3.260870908,,,,,
1430,2.310845743,3.233098783,,,,,
1431,2.652371294,3.29866417,,,,,
1432,2.96446,3.348234864,,,,,
1433,2.904669206,3.374524445,,,,,
1434,3.196414143,3.377890642,,,,,
1435,3.488897,3.382875992,,,,,
1436,3.153850143,3.416231993,,,,,
1437,3.563693559,3.472412042,,,,,
1438,3.8523696,3.50177193,,,,,
1439,3.909567529,3.527638252,,,,,
1440,3.799473857,3.563452563,,,,,
1441,3.6433348,3.573627979,,,,,
1442,3.648125176,3.596817728,,,,,
1443,3.466372824,3.576881507,,,,,
1444,1.9133456,2.735576031,,,,,
1445,2.133243265,2.316512998,,,,,
1446,1.910468,2.301024839,,,,,
1447,1.537784,2.312998899,,,,,
1448,1.685637941,2.329745505,,,,,
1449,1.812558857,2.347818726,,,,,
1450,1.575552,2.426227485,,,,,
1451,1.658757882,2.460141924,,,,,
1452,2.477014571,2.511428015,,,,,
1453,2.597188609,2.544954494,,,,,
1454,2.369719478,2.565899486,,,,,
1455,2.326003143,2.602558939,,,,,
1456,2.557771353,2.648080561,,,,,
1457,2.782309686,2.658845222,,,,,
1458,2.946056543,2.708666259,,,,,
1459,3.0583418,2.72676844,,,,,
1460,3.129345765,2.750282229,,,,,
1461,2.795520829,2.78035349,,,,,
1462,2.864462471,2.808413106,,,,,
1463,3.270039143,2.818890664,,,,,
1464,3.007026429,2.816121579,,,,,
1465,3.240603,2.820839031,,,,,
1466,3.403263,2.824045381,,,,,
1467,3.508626429,2.826043468,,,,,
1468,2.856850059,2.772179829,,,,,
1469,2.546492229,2.765048123,,,,,
1470,2.839547143,2.724887189,,,,,
1471,3.0800155,2.66985658,,,,,
1472,2.683095657,2.673119436,,,,,
1473,2.410872229,2.663473806,,,,,
1474,2.281312824,2.686433899,,,,,
1475,2.203443114,2.689554657,,,,,
1476,2.733442343,2.730262775,,,,,
1477,3.295693824,2.690301324,,,,,
1478,3.322307857,2.679412658,,,,,
1479,3.05107,2.682069939,,,,,
1480,3.056264429,2.690405006,,,,,
1481,2.889327286,2.715482416,,,,,
1482,2.693935743,2.825520191,,,,,
1483,3.021691559,2.903694323,,,,,
1484,3.271045771,2.938479354,,,,,
1485,3.303057294,2.972054356,,,,,
1486,3.412500686,3.002089773,,,,,
1487,3.6065292,3.009775814,,,,,
1488,3.2207412,3.032320067,,,,,
1489,3.732706824,3.059098465,,,,,
1490,3.314588086,3.062466871,,,,,
1491,3.462221529,3.087928558,,,,,
1492,3.444076143,3.102661802,,,,,
1493,3.171387571,3.077213997,,,,,
1494,3.628636353,3.098546246,,,,,
1495,3.880079029,3.131209952,,,,,
1496,3.298019886,3.120700651,,,,,
1497,3.581292765,3.156167942,,,,,
1498,3.898417686,3.168220822,,,,,
1499,3.953919771,3.179181438,,,,,
1500,4.060112471,3.175626736,,,,,
1501,4.355209145,3.181006697,,,,,
1502,4.249302188,3.199860143,,,,,
1503,4.143395232,3.214654779,,,,,
1504,2.974835571,2.908335648,,,,,
1505,1.7584734,2.840789366,,,,,
1506,0.556568706,2.281395693,,,,,
1507,0.249742143,0.765749895,,,,,
1508,0.638447118,0.901180467,,,,,
1509,0.689420657,0.875477172,,,,,
1510,0.871191886,1.435734832,,,,,
1511,0.044718457,1.658384536,,,,,
1512,0.807457471,1.739332989,,,,,
1513,0.974700257,1.844095444,,,,,
1514,1.15183,1.933755316,,,,,
1515,1.420595257,2.022133606,,,,,
1516,1.824363714,2.07755843,,,,,
1517,2.872653676,2.128609576,,,,,
1518,1.541510441,2.182249521,,,,,
1519,1.714217257,2.230773215,,,,,
1520,2.723322235,2.259043021,,,,,
1521,3.226607857,2.290993901,,,,,
1522,3.653320571,2.302346479,,,,,
1523,4.043447882,2.306951759,,,,,
1524,3.622586,2.302686508,,,,,
1525,2.506082235,2.328347206,,,,,
1526,3.141069294,2.332410483,,,,,
1527,3.299342629,2.361245102,,,,,
1528,3.085315257,2.359385412,,,,,
1529,3.0253185,2.362155888,,,,,
1530,3.118602886,2.410895168,,,,,
1531,2.905939118,2.429725635,,,,,
1532,2.252465914,2.483941594,,,,,
1533,2.956542771,2.510773792,,,,,
1534,2.859049686,2.53808075,,,,,
1535,3.598780882,2.574924644,,,,,
1536,3.256342571,2.614162643,,,,,
1537,2.942710382,2.644944578,,,,,
1538,2.909224257,2.697054245,,,,,
1539,2.4450262,2.717246437,,,,,
1540,2.985486206,2.729253433,,,,,
1541,2.908362382,2.744122475,,,,,
1542,3.258364514,2.751134121,,,,,
1543,2.866688765,2.747560564,,,,,
1544,2.896366257,2.793034252,,,,,
1545,2.976499,2.809816269,,,,,
1546,2.780554412,2.806659993,,,,,
1547,3.250107371,2.828015699,,,,,
1548,3.121807657,2.845877703,,,,,
1549,3.293556797,2.881992671,,,,,
1550,3.475652449,2.892627658,,,,,
1551,3.476286429,2.906735933,,,,,
1552,3.369213441,2.922268709,,,,,
1553,3.150019343,2.933251091,,,,,
1554,3.048133882,2.957785148,,,,,
1555,3.948556286,2.948451789,,,,,
1556,3.108890571,2.965717209,,,,,
1557,2.902796057,2.946050496,,,,,
1558,2.937546412,2.963201782,,,,,
1559,2.908995114,2.971525618,,,,,
1560,2.758790765,2.972285608,,,,,
1561,2.748005114,2.982857943,,,,,
1562,3.126757,2.965452112,,,,,
1563,3.166717,2.966959093,,,,,
1564,3.349311794,2.898639631,,,,,
1565,3.136816857,2.871819167,,,,,
1566,2.773135059,2.869373493,,,,,
1567,2.655390314,2.847146532,,,,,
1568,2.717865229,2.829250197,,,,,
1569,2.646157529,2.796221616,,,,,
1570,2.525243829,2.782639657,,,,,
1571,2.834181257,2.808002091,,,,,
1572,2.798581941,2.797207009,,,,,
1573,2.893770286,2.823095151,,,,,
1574,2.849816686,2.828261021,,,,,
1575,2.787386588,2.877054912,,,,,
1576,2.997774143,2.855876347,,,,,
1577,3.357180529,2.897023765,,,,,
1578,2.701152,2.924149209,,,,,
1579,3.266950286,2.958273702,,,,,
1580,3.508859286,3.005854961,,,,,
1581,3.463378294,3.034721497,,,,,
1582,3.662382429,3.054202311,,,,,
1583,3.968988618,3.089226586,,,,,
1584,3.8188172,3.102924095,,,,,
1585,3.310868629,3.114170102,,,,,
1586,2.619708057,3.148169956,,,,,
