"Rsoil","Dim.1"
"1",3.449,0.491821048374013
"2",3.506828571,0.517416210460744
"3",3.405342857,0.570413188932688
"4",3.369705882,0.548498628198692
"5",3.484971429,0.539032989584854
"6",3.389942857,0.529806862414848
"7",3.284514286,0.554811773074639
"8",3.362882353,0.550447290864064
"9",3.281285714,0.560742137337992
"10",3.248142857,0.63307948031179
"11",3.333617647,0.646559861443896
"12",3.403371429,0.639523751958491
"13",3.315913043,0.292028834094194
"14",3.245478261,0.647680343720725
"15",3.175043478,0.663277751806502
"16",3.428742857,0.664295922638518
"17",3.484,0.665881570019375
"18",3.4432,0.653285989502252
"19",3.493257143,0.668875627570728
"20",3.616705882,0.67976432462274
"21",3.529914286,0.691418774089747
"22",3.056771429,0.687404915429216
"23",3.297857143,0.698425276187626
"24",3.452647059,0.701696821810436
"25",3.393285714,0.714866528162218
"26",3.415823529,0.4718338184508
"27",3.508942857,0.653851713412721
"28",3.424428571,0.645109073198387
"29",3.359852941,0.635706867236003
"30",3.535441176,0.623682332954024
"31",3.431114286,0.675868630078045
"32",3.3642,0.673126287266367
"33",3.453,0.683279132989494
"34",3.511342857,0.690977028654555
"35",3.364058824,0.716142220286363
"36",3.151057143,0.682424500149286
"37",3.136485714,0.708841478992773
"38",3.121914286,0.529585755898278
"39",3.269352941,0.538488912383924
"40",3.424571429,0.743327072976248
"41",3.530428571,0.707180669023259
"42",3.488117647,0.76694851023469
"43",3.2652,0.815081287426076
"44",3.247485714,0.788493723699715
"45",3.412057143,0.786593471746374
"46",3.449294118,0.762422590665931
"47",3.487314286,0.620784189795231
"48",3.661,0.737380050611758
"49",3.814257143,0.731991413084988
"50",3.826485714,0.789010492647563
"51",3.876323529,0.749920776409988
"52",3.919558824,0.82600553960551
"53",3.718,0.863720420242076
"54",3.833714286,0.852581961179673
"55",3.498617647,0.863120629221583
"56",3.394285714,0.724638972806494
"57",3.769428571,0.708389628925705
"58",3.954029412,0.870596795413536
"59",3.785428571,0.868973288334889
"60",3.768285714,0.722717638848374
"61",3.640768551,0.731664415407369
"62",3.496270725,0.685773956182547
"63",3.412621629,0.730257940468463
"64",3.477547235,0.727700255968134
"65",3.600692257,0.71756687222352
"66",3.480299771,0.87091203367603
"67",3.515497486,0.680142319608278
"68",3.597496588,0.878173771400155
"69",3.457501457,0.887755851063102
"70",3.459545824,0.890254785463468
"71",3.416114571,0.881957116475555
"72",3.332183429,0.870253720952006
"73",3.436927,0.876943723509856
"74",3.297836,0.89462159112074
"75",3.478586,0.870937572042627
"76",3.111873314,0.876453779222703
"77",3.509129147,0.8477953723444
"78",3.888408771,0.800877308599295
"79",3.860592771,0.853717396275176
"80",3.732128206,0.753920403197661
"81",3.825978429,0.70702551594665
"82",3.779512714,0.790542876575348
"83",3.625061824,0.835747566111322
"84",3.602566371,0.802620204435795
"85",3.641400257,0.765027018012712
"86",3.779423765,0.73934925172097
"87",3.791555429,0.780294653681186
"88",3.442159714,0.84166000593104
"89",3.502884,0.869286455562229
"90",3.962963118,0.844309167301583
"91",3.818255514,0.832243306141735
"92",3.0506246,0.677517163856178
"93",2.586012529,0.242645835766511
"94",2.524099971,0.00432031774842934
"95",2.370983529,-0.33473113947745
"96",2.226606886,-1.33958349524114
"97",2.145625743,-1.31210859208081
"98",2.2972982,-1.24575960859165
"99",2.288319441,-1.2081828056033
"100",2.462421029,-1.10752813292402
"101",2.556358,-0.981002228365992
"102",2.440959029,-0.886273230176771
"103",2.457568571,-0.860274441306982
"104",2.677892,-0.78351601527429
"105",2.622190824,-0.738396452309624
"106",2.5277628,-0.591491657737953
"107",2.641653,-0.647207228218533
"108",2.746771824,-0.712795440884019
"109",2.792120686,-0.691976458108999
"110",2.8798574,-0.483113576804948
"111",2.963415765,-0.429132668047386
"112",2.988477235,-0.398684139597515
"113",2.9314872,-0.577302623789484
"114",2.958293629,-0.513589455541142
"115",2.943663647,-0.488040482075671
"116",2.8718312,-0.288755337077081
"117",2.815495559,-0.268745886792314
"118",2.829584286,-0.25992382577688
"119",2.863174,-0.236947385377279
"120",3.050185429,-0.21613997937986
"121",3.142344441,-0.216874154647672
"122",3.0425484,-0.162283151345125
"123",3.021246971,-0.179606410933873
"124",3.016600118,-0.208512134783778
"125",2.9084398,-0.197713812629356
"126",3.112582371,-0.254077541033925
"127",3.162552943,-0.216055207329043
"128",3.230535441,-0.258388840635012
"129",3.5699874,-0.193193266108485
"130",3.592485,-0.2068866571287
"131",3.4871106,-0.147744580060693
"132",3.497069057,-0.160555226460791
"133",3.404047941,-0.169962518962794
"134",3.286275,-0.269648424309878
"135",3.220473,-0.226602566574754
"136",3.427212429,-0.0718122128229805
"137",3.362852059,-0.0703646844580356
"138",3.244246343,-0.228708722102534
"139",3.3136535,0.00568081642096351
"140",3.5223604,0.017828472892241
"141",3.653118743,0.0687897961600204
"142",3.675989886,0.159908406863434
"143",3.775152206,0.176941171138791
"144",3.632224086,0.064108448124498
"145",3.514212314,0.0732744930249772
"146",3.444023706,0.103625362106649
"147",3.342287857,0.134489324409299
"148",3.249674714,0.157235558684164
"149",3.305547571,0.165414912588895
"150",3.249354559,0.163911125835439
"151",3.211682143,0.176499254820019
"152",3.275485824,0.161386101632177
"153",3.251464286,0.0204888093100287
"154",3.183644971,0.1677332484266
"155",3.239985824,-0.0191109113839101
"156",3.269126229,0.182451696589818
"157",3.266084657,0.0473261684566244
"158",3.263043086,0.178236043936227
"159",3.248150059,0.173868669274912
"160",3.146842771,0.175492215439822
"161",3.103103457,0.19278300740508
"162",3.187837706,-0.0288166047380235
"163",3.228344514,0.0244703138568554
"164",3.310023371,0.207251670644838
"165",3.286014824,0.225548157226761
"166",3.134232429,0.247628453036384
"167",3.059200714,0.268268179879231
"168",3.152641059,0.16012614042074
"169",3.353223886,0.21085512527162
"170",3.470218571,0.190717298656387
"171",3.332779588,-0.484335009042275
"172",3.400897235,-0.144344860044305
"173",3.508400486,-0.0611834700613814
"174",3.392850588,0.205137695715586
"175",3.4247612,0.236429604094558
"176",3.499713486,0.187876211490819
"177",3.452826588,0.223855445344398
"178",3.450712943,0.286764023656475
"179",3.336907514,0.282370221696098
"180",3.335550829,0.285643820895378
"181",3.196894529,0.284383133956692
"182",3.146489857,0.0896958681590437
"183",3.255072286,0.202279560417405
"184",3.401101765,0.355049878786463
"185",3.385440343,0.372477909609646
"186",3.219137588,0.256138917127212
"187",3.574415235,0.304049284639601
"188",3.587962686,0.301265587037039
"189",3.614612171,0.3284523543417
"190",3.4602655,0.541696302863824
"191",3.2874852,0.368494906596683
"192",3.321098857,0.461948669811783
"193",3.422054265,0.377357117616487
"194",3.363526912,0.390585619731233
"195",3.259254886,0.380646894219113
"196",3.276775743,0.375864275555067
"197",3.126403706,0.378682274728113
"198",3.125089429,0.364908761446744
"199",3.276713824,0.342818126655411
"200",3.224272371,0.310418510991583
"201",3.242331143,0.316789050883083
"202",3.183595429,0.360224139461502
"203",3.450331647,0.364054828144779
"204",3.313461314,0.391471749189794
"205",3.261634638,0.400351764374233
"206",3.400998116,0.198965107107973
"207",3.537631143,0.395579331160644
"208",3.636283647,0.193382090039062
"209",3.460690118,0.400956588983733
"210",3.397681314,0.386533158282407
"211",3.4012544,0.393669912248681
"212",3.344392647,0.23551203325288
"213",3.262418,0.234750078054196
"214",3.166506286,0.229915281913762
"215",3.019975529,0.397841457216528
"216",2.951646229,0.285460772445301
"217",2.953483086,0.428164379784117
"218",3.101640514,0.438533123349806
"219",3.324719206,0.409872254728829
"220",3.397159829,0.429218799781158
"221",3.320267176,0.425546135144905
"222",3.2642232,0.459643728816893
"223",3.299586,0.414165989108764
"224",3.011856,0.424630073553013
"225",3.321781882,0.394506904387769
"226",3.430521229,0.42817671368831
"227",3.343284029,0.452108239069402
"228",3.298464,0.458025492383224
"229",3.441220857,0.331330921725655
"230",3.590095857,0.315769788170233
"231",3.271843,0.315887848541489
"232",3.517028588,0.470628378997399
"233",3.528892514,0.447665041894528
"234",3.520506382,0.439108522943572
"235",3.434062543,0.470542408839288
"236",3.327564086,0.517074815088154
"237",3.333534382,0.53256353789778
"238",3.457340971,0.549561229137009
"239",3.301420686,0.544575850324898
"240",3.2504724,0.529685430460546
"241",3.188171353,0.560557837736216
"242",3.368534743,0.512569015906428
"243",3.455735647,0.498333950993095
"244",3.333488571,0.546425063504086
"245",3.344711429,0.531966099903746
"246",3.40949,0.553529924908619
"247",3.375700294,0.537215830030863
"248",3.250789743,0.354611393330058
"249",3.2723186,0.600288088541936
"250",3.293850412,0.425088112960784
"251",3.2557736,0.423253874240852
"252",3.2014872,0.450889936006957
"253",3.100744783,0.449631446568987
"254",3.133936522,0.64177547950559
"255",3.167128261,0.644693742342167
"256",3.152450706,0.438688707753916
"257",3.217200429,0.674268506980939
"258",3.237421,0.471060990767767
"259",3.169063971,0.476005063411026
"260",3.14393,0.486804527690687
"261",3.04901,0.711765935239142
"262",3.096063714,0.743989269351938
"263",3.015411147,0.750515942045335
"264",3.0272246,0.743755585714102
"265",3.073240029,0.484687946859191
"266",3.106252794,0.558105786585938
"267",3.1700744,0.700966939261509
"268",3.322644882,0.704758200478387
"269",3.405638118,0.6714266907381
"270",3.2746566,0.673580755399122
"271",3.199085286,0.681768628315967
"272",3.335878353,0.723237865771429
"273",3.5105472,0.72324163451982
"274",3.458894571,0.729474151244874
"275",3.167167882,0.750301221792705
"276",3.198652,0.71138021304036
"277",3.588325429,0.706046647076575
"278",3.568834971,0.710281661672462
"279",3.630595,0.582087701707422
"280",3.665346829,0.564884944668783
"281",3.619566971,0.72220579326809
"282",3.637892,0.753745850633103
"283",3.743951143,0.695967005630436
"284",2.467678286,-0.674206143950929
"285",1.892209941,-2.55131873121531
"286",1.876156286,-1.77368417191108
"287",2.177870914,-1.1949449305516
"288",2.419058088,-1.05082923063518
"289",2.421575771,-0.940866202083961
"290",2.412902941,-0.838512399452846
"291",2.48707,-0.746553715629446
"292",2.688748,-0.68431917868459
"293",2.478183143,-0.622816996065547
"294",2.472671412,-0.574089661059619
"295",2.469329286,-0.534035109936996
"296",2.251868371,-0.542453116787405
"297",1.982106824,-0.765925933476101
"298",2.117201371,-0.920230731538841
"299",2.120911943,-1.02270423978376
"300",2.202758971,-1.13970327173137
"301",2.29426113,-0.712072925757794
"302",2.386117217,-0.542527170990292
"303",2.414797294,-0.664302544303467
